Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Danny Barnes","TOR","AA,AAA,R","25-29",7,7,2.644646568628352,101,2,0,0,13,6,,146.1,579,114,48,43,10,29,2,3,2,1,182,"11388"
"Alex Wimmers","MIN","AA,AAA","26-29",17,9,4.197309448452986,113,18,0,0,18,3,,223,933,207,106,104,15,82,2,3,13,0,204,"11394"
"Anthony Ranaudo","TEX","AAA","25-26",14,12,3.9078949656843283,40,40,2,0,0,0,,228,950,222,108,99,29,61,0,9,4,0,173,"11424"
"A.J. Schugel","ARI","A+,AA,AAA","26-32",14,13,4.877971326402664,93,23,1,0,0,8,,210.1,919,244,121,114,20,66,2,9,23,0,174,"11432"
"Jesse Biddle","PHI","AA,AAA","23-31",13,12,4.221238902427547,99,24,0,0,4,7,,226,1015,241,123,106,19,108,0,9,17,1,217,"11437"
"Johnny Barbato","NYY","A+,AA,AAA,R","22-28",12,13,3.1324088366084424,150,21,0,0,22,3,,264.1,1102,225,111,92,23,98,1,14,11,0,267,"11440"
"Matt Grace","WSN","AA,AAA,R","26-29",3,8,2.750670100630379,93,2,0,0,2,4,,124.1,518,124,45,38,5,34,2,2,4,0,92,"11449"
"A.J. Cole","WSN","A,AAA,CPX","23-29",18,21,4.292568471330874,88,62,2,0,2,0,,354.1,1531,374,181,169,35,114,5,9,18,0,299,"11467"
"Zach Lee","LAD","A+,AA,AAA,R","23-30",51,45,4.921123295817042,202,124,2,1,12,5,,748,3270,857,458,409,83,221,2,21,20,2,565,"11468"
"Dallas Beeler","CHC","AA,AAA","26-29",10,7,4.890306503164058,33,23,0,0,0,0,,130.2,585,148,85,71,9,44,3,10,5,0,94,"11471"
"Bryan Mitchell","NYY","A,A+,AA,AAA,R","24-31",15,17,4.911478663865326,103,65,1,0,1,0,,342.2,1510,355,211,187,34,150,1,14,43,0,317,"11479"
"Joely Rodriguez","PHI","A+,AA,AAA","23-31",22,13,4.786790598442889,145,22,1,0,7,10,,287.2,1257,311,162,153,22,117,3,6,25,3,225,"11487"
"Aaron Sanchez","TOR","A,A+,AA,AAA,R","22-30",8,11,5.106640071758949,43,41,0,0,0,0,,165.2,749,177,105,94,19,92,0,17,8,1,123,"11490"
"Parker Bridwell","BAL","A-,AA,AAA,R","23-27",18,18,5.606854978855799,84,51,1,0,2,1,,330.2,1487,384,231,206,45,133,1,10,19,2,291,"11502"
"Brandon Cunniff","ATL","AA,AAA,R","26-28",6,7,3.999999602635741,87,1,0,0,7,7,,117,492,98,57,52,12,60,4,3,7,0,109,"11509"
"Josh Osich","SFG","AA,AAA","26-32",1,5,3.8152176483705222,106,4,0,0,23,4,,122.2,535,115,62,52,5,47,1,3,13,0,124,"11528"
"Dayan Diaz","BOS","A+,AA,AAA","26-29",14,5,2.901213075673747,123,1,0,0,10,5,,192.1,805,170,67,62,10,70,2,2,9,1,190,"11543"
"Jose Urena","MIA","A+,AA,AAA","23-31",9,6,3.973585169317053,43,40,1,1,0,0,,176.2,764,180,86,78,16,71,0,12,6,2,129,"11589"
"Williams Perez","ATL","A,A+,AA,AAA,R","24-28",25,19,3.8111824880845995,72,70,4,2,0,0,,363.2,1534,350,176,154,27,116,2,18,9,0,338,"11592"
"Deck McGuire","LAD","AA,AAA","26-33",34,34,4.102253045641941,120,97,1,1,1,0,,577,2396,510,279,263,64,217,10,20,22,5,518,"11596"
"Dovydas Neverauskas","PIT","A,A-,A+,AA,AAA","22-26",12,15,3.314079607794151,190,5,0,0,37,13,,277,1165,235,119,102,16,122,9,4,30,1,284,"11604"
"Mike Kickham","TEX","AA,AAA,R","26-32",15,22,4.516728755641486,116,55,2,1,1,5,,358.2,1565,367,191,180,41,130,2,18,16,4,307,"11618"
"Toru Murata","CLE","AAA","30-31",24,8,3.2399999382019056,60,36,1,0,4,0,,266.2,1088,250,106,96,23,69,2,8,11,0,163,"11652"
"Vicente Campos","NYY","A+,AA,AAA,R","22-26",16,21,4.750929161699705,81,48,1,1,1,1,,269,1167,283,151,142,22,96,1,15,19,7,227,"11681"
"Josh Lucas","STL","A+,AA,AAA","24-30",17,10,3.562005044005776,196,2,0,0,49,10,,252.2,1050,227,110,100,19,76,6,14,11,1,237,"11686"
"Tayron Guerrero","SDP","A+,AA,AAA","24-32",7,17,5.0156250529398685,172,2,0,0,18,8,,192,866,177,126,107,18,119,0,11,19,2,201,"11691"
"Nick Kingham","PIT","A+,AA,AAA,R","23-27",18,17,3.9396228399986404,51,50,2,0,0,0,,265,1109,261,130,116,19,61,1,17,8,0,224,"11694"
"Nick Tepesch","TEX","AA,AAA,R","27-29",13,16,5.171642085496252,59,46,0,0,1,0,,268,1175,307,171,154,32,74,1,17,7,0,163,"11716"
"Justin Grimm","CHC","A-,AAA","26-32",11,7,4.721973417271732,130,1,0,0,9,4,,148.2,657,142,82,78,19,69,1,12,35,3,212,"11720"
"Carlos Ramirez","TOR","A,A+,AA,AAA","24-27",10,6,2.6892430789773316,122,1,0,0,22,6,,167.1,702,126,60,50,7,80,3,6,15,2,172,"11743"
"Luke Jackson","TEX","A,AA,AAA","23-31",5,8,4.179226523818281,100,10,0,0,4,4,,163.2,722,143,88,76,11,97,1,5,26,0,203,"11752"
"Kyle Ryan","DET","AAA","23-30",17,13,3.891891915402855,154,25,0,0,2,5,,296,1263,294,136,128,27,120,5,11,14,2,228,"11753"
"Justin Nicolino","MIA","A+,AAA","23-30",38,37,4.6571130288118185,118,113,1,0,0,0,,639.2,2732,719,363,331,98,170,6,18,10,1,401,"11754"
"Myles Jaye","CHW","AA,AAA","23-26",26,42,4.110605360481471,96,92,2,1,0,0,,512.1,2207,529,270,234,46,159,4,28,35,1,389,"11769"
"Angel Sanchez","PIT","AA,AAA","25-33",16,8,3.355029661529127,78,28,0,0,1,4,,225.1,943,208,88,84,16,67,2,7,16,3,199,"11776"
"Alberto Baldonado","NYM","A,A+,AA,AAA","22-30",18,18,3.6721883662015236,299,1,0,0,20,12,,382.1,1615,323,175,156,31,183,7,10,39,3,443,"11812"
"Enderson Franco","MIA","A,A+,AA,AAA","22-26",31,44,4.714061899426314,129,114,3,1,1,0,,637.2,2792,708,371,334,65,203,7,32,31,11,513,"11896"
"Michael Feliz","HOU","A,A+,AA,AAA","22-30",15,9,3.3287671522790845,104,24,0,0,7,1,,219,890,166,87,81,16,72,0,7,8,2,228,"11903"
"David Rollins","SEA","AAA","25-28",8,7,5.183381315450207,80,6,0,0,4,4,,116.1,493,120,71,67,16,34,4,3,11,0,96,"11928"
"Taylor Cole","TOR","A+,AA,AAA,R","25-32",19,15,4.296022123022318,123,49,1,1,9,4,,360.1,1540,387,185,172,37,131,2,12,22,2,324,"11964"
"Matt Andriese","TBR","A+,AAA,R","25-33",9,7,3.413207705126053,41,37,1,0,0,0,,176.2,742,188,83,67,17,35,0,5,8,7,178,"12022"
"Brian Flynn","KCR","AAA","25-29",11,8,4.665722322092899,43,13,0,0,0,2,,117.2,529,138,69,61,18,42,2,1,11,0,121,"12027"
"Scott McGough","MIA","A+,AA,AAA","25-28",14,14,4.275000199601063,153,4,0,0,15,5,,240,1049,269,132,114,27,85,1,7,14,3,222,"12056"
"Parker Markel","TBR","AA,AAA","24-31",24,11,3.6333331793325985,203,1,0,0,16,8,,270,1185,225,121,109,23,156,0,18,45,3,325,"12106"
"Kendry Flores","MIA","A+,AA,AAA","23-24",9,11,3.1499998327277012,41,39,0,0,0,0,,220,903,195,85,77,14,68,1,9,7,2,165,"12118"
"Jason Garcia","BAL","AA,AAA","22-28",23,20,5.184882644313756,113,41,1,0,0,4,,326.1,1482,371,209,188,24,164,2,26,30,1,254,"12143"
"David Goforth","MIL","AAA","26-29",9,16,3.7579428583458845,166,4,0,0,13,8,,220.1,962,211,97,92,18,111,8,8,27,1,155,"12166"
"Domingo Tapia","NYM","A+,AA,AAA","23-31",14,20,4.155991868096183,216,15,0,0,10,13,,322.2,1440,337,178,149,30,144,2,19,16,0,276,"12178"
"Cody Martin","ATL","AAA","25-28",18,20,4.604046445815531,80,61,0,0,2,0,,346,1491,345,191,177,39,126,4,19,15,0,342,"12182"
"Akeel Morris","NYM","A+,AA,AAA","22-28",17,14,4.068080261884241,185,14,0,0,29,9,,298.2,1276,242,145,135,27,143,2,9,22,6,360,"12185"
"Keith Hessler","ARI","A+,AA,AAA","26-29",11,7,3.7989949384622723,169,0,0,0,5,7,,199,859,196,99,84,21,87,5,3,10,0,205,"12220"
"Cody Hall","SFG","AA,AAA","27-30",7,8,3.6418606488700904,103,0,0,0,10,7,,143.1,619,131,66,58,10,64,2,1,6,0,137,"12232"
"Seth Maness","STL","AA,AAA","27-30",10,7,5.429889203351552,55,22,0,0,2,2,,180.2,789,237,116,109,29,26,2,8,1,0,112,"12235"
"Matt Tracy","NYY","A+,AA,AAA,R","26-29",13,20,4.026823866425591,87,47,0,0,0,0,,310.2,1341,325,163,139,23,112,0,13,5,1,241,"12240"
"Ryan Sherriff","STL","A,A+,AA,AAA,R","25-33",21,10,2.9053086715600425,204,4,0,0,12,9,,232.1,979,207,90,75,15,83,5,8,7,2,211,"12249"
"Colton Murray","PHI","AA,AAA","25-28",12,7,3.71511594948738,124,0,0,0,6,6,,172,725,155,80,71,13,64,0,5,7,1,178,"12264"
"Aaron Brooks","KCR","AAA","25-33",32,26,4.823447570132481,115,77,2,0,0,4,,477.2,2044,557,278,256,66,111,2,5,10,2,375,"12272"
"Leonel Campos","SDP","A+,AAA","27-29",7,2,3.172499757957477,102,1,0,0,11,2,,133.1,553,98,49,47,7,65,0,0,23,0,171,"12277"
"Evan Marshall","ARI","AA,AAA,R","25-31",9,4,4.005115297099697,116,3,0,0,7,8,,130.1,579,148,67,58,7,44,4,7,8,0,122,"12297"
"Chris Bassitt","OAK","A+,AAA","26-30",11,15,4.281004812123939,58,36,1,0,0,3,,212.1,900,203,108,101,12,66,0,16,7,1,214,"12304"
"Justin Hancock","SDP","AA,AAA","24-27",12,16,4.206677431330375,87,26,0,0,4,5,,209.2,944,244,116,98,13,88,5,7,20,1,180,"12316"
"Colin Rea","SDP","AA,AAA","24-32",26,15,3.5397829712857134,72,69,1,0,0,0,,368.2,1545,351,171,145,36,124,4,8,10,0,316,"12317"
"Jacob Barnes","MIL","AA,AAA","25-33",11,8,2.516129025807614,137,6,0,0,8,5,,186,777,159,66,52,7,70,2,3,18,1,199,"12323"
"Kevin Quackenbush","SDP","AAA","26-32",10,15,3.168594781596714,186,0,0,0,67,14,,201.2,835,179,81,71,16,62,1,8,8,0,243,"12360"
"Spencer Patton","TEX","AAA","27-35",10,3,2.903225806451613,111,0,0,0,29,6,,124,528,104,45,40,11,53,0,11,5,1,167,"12361"
"Nick Tropeano","LAA","A+,AAA,R","24-31",13,16,4.533834484873085,69,47,1,0,0,0,,266,1169,272,151,134,30,114,1,9,11,3,289,"12385"
"Seth Lugo","NYM","A,A+,AA,AAA","25-31",12,13,4.705714393098989,53,42,1,0,0,0,,233.1,1026,265,144,122,24,62,1,9,12,0,213,"12447"
"Chasen Bradford","NYM","AAA","25-31",16,8,4.0754716078566595,190,0,0,0,25,10,,229.2,1006,279,120,104,20,49,5,7,10,0,179,"12452"
"Drew Rucinski","LAA","A+,AAA","26-34",15,29,5.013586982507223,106,55,0,0,2,3,,368,1597,422,221,205,40,108,1,13,17,1,291,"12499"
"Taylor Hill","WSN","AA,AAA","26-29",17,45,5.385686027647448,96,90,2,0,0,0,,503,2228,621,336,301,70,124,2,23,10,0,291,"12515"
"Erik Johnson","CHW","AA,AAA","25-28",16,14,2.7931035361343994,57,30,1,0,0,3,,222.1,914,191,78,69,19,70,0,3,15,0,216,"12520"
"Nick Maronde","CLE","AA,AAA","25-26",0,10,4.178571428571429,73,13,0,0,5,1,,140,611,161,73,65,13,47,1,0,3,1,132,"12530"
"Drew Gagnon","MIL","AA,AAA","25-29",19,25,4.850612082653128,136,77,2,1,1,1,,517.2,2210,519,297,279,59,187,6,22,56,2,459,"12545"
"Nick Ramirez","MIL","AA,AAA","27-33",24,14,2.881670567018514,191,10,0,0,24,14,,287.1,1186,241,112,92,20,98,3,7,13,1,253,"12575"
"DJ Johnson","MIN","A+,AA,AAA","25-31",15,15,3.953975045283022,246,1,0,0,44,12,,318.2,1396,331,157,140,23,126,9,21,29,1,357,"12578"
"Adam Morgan","PHI","AA,AAA","25-32",7,10,3.833333649262505,58,21,0,0,0,2,,162,687,161,83,69,14,46,1,9,2,1,131,"12580"
"Mike Wright Jr.","BAL","AAA,R","25-32",29,26,3.6105806275867924,96,85,1,0,0,0,,453.2,1885,405,200,182,40,142,0,20,13,1,375,"12586"
"Jerad Eickhoff","TEX","A+,AA,AAA","24-31",30,18,4.4232084790648685,84,75,0,0,0,1,,390.2,1623,352,205,192,59,115,1,20,12,5,364,"12664"
"Roenis Elias","SEA","A-,A+,AA,AAA","26-34",23,20,5.076707244886912,98,61,1,0,1,2,,356.1,1555,370,219,201,46,128,0,22,13,14,302,"12673"
"Phil Klein","TEX","AAA","26-27",7,2,2.4141175928874836,40,21,0,0,0,1,,141.2,571,107,45,38,8,45,1,8,7,0,146,"12675"
"Ryne Harper","ATL","A,AA,AAA","26-32",10,14,2.979563992532818,161,0,0,0,15,3,,244.2,999,201,100,81,12,76,2,7,13,1,308,"12680"
"Tyler Wilson","BAL","AAA","25-27",14,13,4.112068999323919,43,43,0,0,0,0,,232,977,248,111,106,19,56,0,11,10,1,151,"12691"
"Ryan Carpenter","COL","A+,AA,AAA,R","24-28",28,40,4.785844052679101,111,91,3,1,0,1,,551,2388,606,311,293,74,150,1,31,19,4,515,"12699"
"Adrian Houser","HOU","A,A+,AA,AAA,R","22-30",15,19,4.268882199825518,80,73,0,0,0,1,,331,1420,337,178,157,33,108,0,19,25,2,305,"12718"
"Nick Martinez","TEX","AA,AAA","24-26",12,7,3.3166985592921234,32,29,1,1,0,0,,173.2,712,172,70,64,12,32,0,11,7,0,115,"12730"
"Tyler Pill","NYM","AA,AAA","25-29",26,27,4.637554836224106,90,79,3,0,0,1,,458,1984,515,259,236,47,136,2,19,18,0,317,"12751"
"Jake Esch","MIA","A+,AA,AAA,R","25-27",21,27,4.179487224910195,64,62,3,1,0,0,,351,1502,360,177,163,26,114,3,17,8,1,251,"12756"
"Rafael Montero","NYM","A+,AA,AAA,R","24-28",10,11,4.5230769286071055,48,41,1,0,0,0,,195,849,199,111,98,20,77,4,5,5,3,190,"12760"
"Chris Devenski","HOU","AA,AAA,CPX","24-32",7,5,3.2494531006874054,54,22,0,0,2,2,,152.1,637,148,58,55,19,42,0,3,5,1,146,"12763"
"Jairo Diaz","COL","A-,A+,AAA,CPX","24-30",5,8,4.242857018577813,109,1,0,0,17,8,,116.2,509,99,59,55,8,66,1,7,7,2,117,"12774"
"John Brebbia","STL","AA,AAA","26-31",11,6,4.002695253163659,86,3,0,0,7,3,,123.2,530,123,56,55,16,33,1,9,4,0,148,"12777"
"Sam Gaviglio","SEA","AA,AAA,R","25-32",27,25,4.454806538295666,91,77,2,1,1,0,,464.2,1969,476,257,230,54,118,0,17,16,2,380,"12778"
"Sean Gilmartin","NYM","AA,AAA,CPX,R","26-31",21,15,5.1154709682376485,109,45,1,0,1,3,,297.1,1288,322,181,169,36,94,0,5,15,0,272,"12781"
"Burch Smith","TBR","A+,AAA,R","27-31",12,7,2.805195013655255,35,29,0,0,0,0,,154,640,113,57,48,13,74,0,12,6,1,166,"12784"
"Raul Alcantara","OAK","A+,AA,AAA,R","22-25",15,17,3.93260860596803,94,55,0,0,9,4,,306.2,1288,330,144,134,25,60,1,11,17,3,216,"12790"
"Michael Kelly","SDP","A,A+,AA,AAA","22-30",33,34,4.895604515317531,212,74,0,0,4,10,,546,2409,544,330,297,55,273,4,26,36,3,531,"12791"
"Cody Anderson","CLE","A-,AA,AAA,R","24-28",4,7,2.7621484453888505,35,28,0,0,1,0,,130.1,531,119,46,40,9,33,0,7,9,1,119,"12799"
"Noe Ramirez","BOS","A+,AAA,CPX","25-31",11,7,2.7890108275226466,108,3,0,0,15,3,,151.2,621,122,51,47,14,53,1,6,7,0,169,"12800"
"Chris Reed","LAD","A,AA,AAA","25-28",8,7,4.134570783958394,66,11,0,0,1,0,,143.2,620,126,72,66,14,68,2,9,11,1,113,"12801"
"Matt Wisler","ATL","AAA,CPX","22-30",22,15,3.7540106999734006,86,46,4,2,1,3,,311.2,1310,324,144,130,24,70,1,7,26,3,263,"12804"
"Mike Clevinger","CLE","A,AA,AAA","24-31",23,11,2.840531561461794,56,55,1,0,0,0,,301,1224,247,101,95,21,93,0,11,21,1,304,"12808"
"Joel De La Cruz","NYY","AA,AAA","26-28",9,5,4.061946765530113,50,14,0,0,0,2,,150.2,642,157,78,68,12,51,2,9,4,1,89,"12825"
"Andrew Kittredge","SEA","AA,AAA","25-32",19,7,2.9132370288152822,163,12,0,0,17,6,,299.2,1236,266,112,97,19,82,2,5,13,3,336,"12828"
"Matt Purke","WSN","A,A+,AA,AAA","24-27",9,13,4.653726887254091,132,16,0,0,3,6,,214.2,953,217,127,111,14,105,3,8,31,3,203,"12831"
"Alex Meyer","MIN","A+,AAA,R","25-27",5,7,4.406896848814686,51,20,0,0,1,3,,145,641,153,77,71,8,63,1,7,6,0,171,"12833"
"Shawn Armstrong","CLE","A,AAA","24-32",11,13,2.221276577715962,217,1,0,0,54,9,,235,975,167,71,58,11,104,3,8,12,1,337,"12857"
"Alex Claudio","TEX","AAA","23-31",6,4,3.1964736744945026,96,3,0,0,6,7,,132.1,545,127,58,47,10,32,1,4,5,3,112,"12890"
"Logan Verrett","NYM","AA,AAA","25-32",29,22,4.31737039723151,110,59,0,0,5,2,,410.2,1706,397,213,197,57,97,4,16,13,1,330,"12905"
"Gabriel Ynoa","NYM","AA,AAA","22-26",28,23,4.263157745879577,76,75,2,1,0,0,,437,1863,475,228,207,41,101,1,18,17,2,251,"12938"
"Abel De Los Santos","WSN","AA,AAA,R","22-24",10,9,3.0774192791004973,113,1,0,0,20,7,,155,652,130,58,53,12,56,4,2,11,2,163,"12962"
"Roberto Gomez","SFG","AAA,R","27-28",4,12,4.038781334146572,56,14,0,0,2,6,,120.1,528,126,64,54,11,46,2,4,6,1,107,"12963"
"Joe Musgrove","HOU","A,A+,AA,AAA","22-30",21,8,2.536363636363636,42,35,0,0,1,0,,220,868,193,70,62,19,23,0,7,7,0,224,"12970"
"Joe Ross","WSN","A,A+,AA,AAA,R","22-29",11,11,3.284436411089143,39,39,0,0,0,0,,186.1,766,177,73,68,12,44,1,11,11,0,158,"12972"
"Mauricio Cabrera","ATL","A+,AA,AAA,R","21-25",12,16,6.198767374211514,185,3,0,0,11,14,,216.1,1067,207,169,149,11,200,5,19,61,2,234,"12975"
"Andrew Faulkner","TEX","AA,AAA","22-25",21,9,3.936726354978923,155,16,0,0,7,8,,242.1,1058,214,121,106,19,121,7,23,9,0,229,"12982"
"Colten Brewer","PIT","A,A+,AA,AAA,CPX","22-30",19,26,4.125322064016405,189,37,0,0,21,5,,388.1,1678,375,210,178,32,136,2,27,47,2,393,"12997"
"Robby Scott","BOS","AA,AAA","25-29",12,8,3.669230769230769,165,9,0,0,5,8,,260,1094,216,120,106,28,97,1,11,12,1,271,"13042"
"Reymin Guduan","HOU","A,A+,AA,AAA","23-29",22,23,4.562897331854927,213,0,0,0,11,14,,262.1,1191,263,150,133,18,148,5,3,35,3,318,"13058"
"Taylor Jungmann","MIL","AA,AAA","25-27",16,14,4.32871995173365,58,51,0,0,0,0,,289,1253,257,151,139,19,155,2,22,27,1,272,"13119"
"Jason Wheeler","MIN","AA,AAA","24-26",22,21,4.279667853342954,78,67,2,0,1,0,,401.2,1708,419,217,191,42,103,2,14,12,0,298,"13128"
"Derek Law","SFG","AA,AAA","24-31",6,10,3.1595742436975143,154,3,0,0,52,11,,188,773,171,74,66,8,58,4,2,16,2,195,"13133"
"Henry Owens","BOS","A-,AA,AAA,R","22-25",22,26,3.6900001396626285,76,71,1,1,0,0,,400,1755,303,183,164,29,267,0,34,28,2,377,"13143"
"Frank Garces","SDP","AAA","25-26",7,8,4.169117705529125,56,18,0,0,4,1,,136,605,146,71,63,18,54,1,2,7,1,115,"13144"
"Jayson Aquino","TOR","A+,AA,AAA","22-25",19,37,3.9041097420513364,82,76,1,1,0,0,,438,1888,465,216,190,27,133,0,19,18,7,304,"13150"
"Eduardo Rodriguez","BOS","A,AA,AAA","22-29",5,9,2.9363397156713686,24,24,1,0,0,0,,125.2,505,112,50,41,9,26,0,2,3,0,128,"13164"
"Jed Bradley","MIL","AA,AAA","25-27",13,12,4.44112128949539,86,14,0,0,0,5,,178.1,789,198,101,88,7,66,3,9,13,0,163,"13166"
"Kyle Crick","SFG","AA,AAA","22-29",12,17,3.9265367877756714,100,34,0,0,7,5,,222.1,1006,194,112,97,12,153,2,18,16,0,227,"13182"
"Zach Davies","MIL","A,AA,AAA","22-30",8,12,3.4285714631718576,38,37,2,1,0,0,,189,793,182,75,72,9,64,0,3,5,0,164,"13183"
"Adalberto Mejia","SFG","A+,AA,AAA","22-26",20,11,2.8454333402684386,64,55,0,0,1,0,,284.2,1158,243,94,90,18,76,0,4,8,2,260,"13188"
"Jordan Weems","BOS","A,A-,A+,AA,AAA,R","23-30",18,14,4.033067216690328,212,2,0,0,38,10,,292.1,1241,251,155,131,28,143,3,13,32,0,307,"13190"
"Joe Biagini","SFG","AA,AAA","25-32",18,21,3.818784488635944,85,54,0,0,1,1,,301.2,1282,276,145,128,26,110,2,12,19,1,229,"13194"
"Warwick Saupold","DET","A+,AA,AAA","25-28",18,12,3.571749123320926,71,46,1,0,1,0,,297.1,1242,284,127,118,17,102,1,11,17,0,221,"13211"
"Michael Fulmer","DET","A+,AA,AAA","22-28",11,4,2.3056180565863813,29,28,0,0,0,0,,148.1,594,122,46,38,11,37,0,2,6,1,157,"13218"
"Louis Head","CLE","AA,AAA,CPX,R","25-33",13,11,4.49490389867715,231,5,0,0,19,9,,294.1,1264,273,153,147,21,144,4,14,24,0,317,"13259"
"Matt Carasiti","COL","A+,AA,AAA","23-31",10,16,3.5184136167445934,209,0,0,0,80,14,,235.1,1017,222,110,92,19,92,5,11,16,1,259,"13276"
"Danny Coulombe","LAD","AA,AAA","25-32",10,5,2.9347828885783587,128,2,0,0,4,4,,153.1,653,140,58,50,15,57,2,11,9,0,193,"13293"
"Pedro Beato","BAL","A+,AAA","28-31",19,18,2.88447210436466,245,0,0,0,88,12,,268.1,1114,229,105,86,22,90,9,11,15,1,234,"1330"
"Jordan Jankowski","HOU","AAA","26-29",14,9,4.408163651383389,162,2,0,0,22,8,,196,868,173,102,96,12,108,7,4,25,0,258,"13313"
"Jake Barrett","ARI","A+,AA,AAA","23-27",11,4,3.540000033760071,126,0,0,0,28,7,,150,640,132,66,59,8,69,1,2,14,0,167,"13322"
"James Pazos","NYY","A-,AA,AAA","24-30",7,13,4.1816444357156195,149,1,0,0,14,3,,174.1,782,177,90,81,17,90,4,11,9,0,206,"13323"
"Curtis Partch","SFG","AAA","28-29",3,5,2.903225806451613,90,1,0,0,5,4,,124,518,101,47,40,4,56,1,5,11,0,141,"1333"
"William Cuevas","BOS","AA,AAA","24-32",33,35,4.020581076665134,109,96,1,0,0,1,,550.2,2349,507,277,246,66,201,1,22,16,0,458,"13331"
"Adrian Sampson","PIT","A+,AAA,R","23-31",31,30,4.245828275676114,108,90,0,0,0,1,,519.1,2234,579,275,245,57,126,3,25,29,1,377,"13339"
"Luis Cessa","NYM","A+,AA,AAA","23-31",21,22,3.8942308821632787,67,64,1,1,0,2,,346.2,1453,348,173,150,27,99,1,5,11,1,307,"13345"
"Hoby Milner","PHI","A+,AA,AAA","24-30",13,11,2.814432971243626,221,4,0,0,25,13,,291,1179,245,101,91,24,68,6,16,13,0,330,"13346"
"Steven Matz","NYM","A+,AA,AAA","24-31",8,5,2.596154000896683,31,28,0,0,0,0,,138.2,551,105,43,40,10,45,0,2,1,0,149,"13361"
"Brady Rodgers","HOU","A-,A+,AAA,R","24-28",30,14,3.737356026944979,72,70,2,1,0,0,,375.2,1565,396,163,156,34,78,1,4,6,0,299,"13393"
"Dylan Floro","TBR","A,A+,AAA","24-31",13,19,4.290697866723377,106,27,1,0,9,3,,258,1107,299,143,123,26,48,1,3,5,1,171,"13394"
"Damien Magnifico","MIL","AA,AAA","24-28",22,15,3.751708657977875,233,4,0,0,46,15,,292.2,1297,281,140,122,9,164,2,4,36,1,289,"13395"
"Sam Selman","KCR","A+,AA,AAA,R","24-31",14,15,3.9705885322861416,227,3,0,0,18,16,,306,1340,226,155,135,14,185,5,25,34,3,414,"13397"
"R.J. Alvarez","OAK","A+,AA,AAA","24-31",15,24,4.384345636252833,272,0,0,0,56,21,,285.1,1276,263,163,139,27,152,12,27,38,4,330,"13401"
"Felix Pena","CHC","AA,AAA","25-32",19,24,4.689214220985972,134,45,1,0,9,9,,364.2,1553,343,203,190,39,138,7,20,23,9,390,"13403"
"Chris Beck","CHW","AAA","24-28",10,14,4.484746038178831,95,19,0,0,10,4,,196.2,858,211,104,98,17,75,9,7,8,2,164,"13418"
"Matt Koch","ARI","A-,AA,AAA","24-32",30,35,5.425760563921744,199,75,0,0,5,9,,559,2438,652,356,337,84,149,5,21,20,1,413,"13420"
"Drew VerHagen","DET","A+,AA,AAA","24-31",17,13,3.970588007329567,67,40,0,0,3,1,,226.2,969,224,113,100,14,82,1,10,7,0,206,"13424"
"Pat Light","BOS","AA,AAA","24-27",9,8,4.140756219560234,123,0,0,0,18,4,,158.2,712,133,77,73,9,98,1,12,20,0,145,"13427"
"Pierce Johnson","CHC","AA,AAA,CPX","24-31",13,10,3.771784262216214,104,29,1,0,14,2,,241,1017,205,105,101,16,112,1,13,13,2,258,"13435"
"Mike Morin","LAA","AAA,R","24-28",9,7,3.780000090122225,97,6,0,0,8,5,,133.1,554,130,61,56,14,30,0,6,4,0,120,"13442"
"Taylor Rogers","MIN","AAA","24-25",11,13,4.03125,35,29,2,0,0,0,,192,817,214,98,86,10,50,2,4,4,2,141,"13449"
"Eddie Butler","COL","AAA","24-30",19,15,4.892201973973339,66,52,1,1,0,2,,290.2,1274,331,171,158,34,101,0,10,15,1,166,"13453"
"Lucas Sims","ATL","A+,AA,AAA,R","21-29",30,26,3.9926062846580406,116,105,1,0,0,0,,541,2317,454,268,240,60,263,2,42,37,4,620,"13470"
"Daniel Norris","TOR","A+,AA,AAA,R","22-30",11,25,4.970860935000964,62,54,0,0,0,0,,251.2,1136,275,156,139,21,121,1,5,20,2,246,"13475"
"Connor Sadzeck","TEX","A+,AA,AAA,R","23-31",27,31,4.581580976094831,217,54,2,0,5,9,,459.2,2010,423,258,234,53,218,1,47,60,4,502,"13483"
"Sam Tuivailala","STL","A-,A+,AA,AAA","22-26",8,5,3.125615569903673,125,3,0,0,41,6,,135.1,563,103,49,47,10,57,5,6,10,0,159,"13485"
"Brandon Brennan","CHW","A+,AA,AAA,R","23-30",16,26,5.0017987241576485,195,29,2,1,17,4,,370.2,1636,399,231,206,22,154,6,17,41,2,334,"13527"
"Matt Bowman","NYM","AAA","24-32",10,18,4.538793103448276,97,26,2,1,7,3,,232,1025,256,134,117,19,92,3,4,11,2,165,"13528"
"Alejandro Chacin","CIN","A,A+,AA,AAA","22-25",9,7,3.023006020004535,162,0,0,0,48,9,,217.1,940,191,83,73,16,89,6,15,13,1,260,"13530"
"Blake Snell","TBR","A,A+,AA,AAA","22-29",24,9,2.161417452679579,47,45,0,0,0,0,,254,1030,192,65,61,17,98,0,5,21,0,333,"13543"
