Name,Team,Level,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,K%,BB%,ERA,FIP,WHIP,Pitches,Strikes,Oppo%,PlayerId
"Nick Petree","STL","A+,AA",6,8,3.99452088192631,22,21,0,0,0,0,,121.2,521,133,63,54,9,33,1,3,5,2,75,5.547945669342097,0.14395393,0.06333973,3.99452088192631,3.840439719373732,1.364383675719686,1356,948,0.28292683,"sa737915"
"Matt Stalcup","OAK","A+",6,7,4.779310344827586,49,19,0,0,0,1,,145,628,145,85,77,16,60,0,5,13,0,116,7.2,0.18471338,0.0955414,4.779310344827586,4.933258240798423,1.4137931034482758,2055,1300,0.27901786,"sa737923"
"Matt Ball","CHW","A,A+,AA,AAA,R",12,21,4.898612703070421,97,56,0,0,7,4,,312.1,1383,334,194,170,30,126,1,22,30,4,309,8.90394897205153,0.22342733,0.09110629,4.898612703070421,4.353541594826109,1.472785518570192,4643,2930,0.34627832,"sa737933"
"Steven Farinaro","STL","A,A-,R",16,8,4.697715541938314,55,24,0,0,1,2,,189.2,848,217,115,99,12,78,2,6,21,2,120,5.694200656894927,0.14150943,0.09198113,4.697715541938314,4.265285615016225,1.555360364614818,2647,1671,0.31521739,"sa737934"
"Jonah Wesely","LAA","A,A+,AA,R",8,7,4.9565216706245305,88,5,0,0,2,2,,138,630,142,88,76,6,75,2,13,22,0,181,11.804347662934736,0.28730159,0.11904762,4.9565216706245305,3.5392531884089187,1.5724637463823437,2300,1398,0.3480663,"sa737935"
"Brandon Peterson","MIN","A+,AA",7,4,2.8018868554737626,91,0,0,0,9,3,,141.1,593,103,47,44,5,72,4,4,22,1,176,11.20754742189505,0.29679595,0.12141653,2.8018868554737626,2.8185558948247595,1.2382075750199708,2244,1452,0.33823529,"sa737943"
"Ty Boyles","CIN","A,A+,AA,R",27,33,4.354238702355068,149,72,1,1,1,7,,483.2,2117,503,268,234,37,179,4,30,47,1,384,7.145417357710881,0.18138876,0.08455361,4.354238702355068,4.206677753448747,1.4100621058908624,7095,4591,0.33883752,"sa737945"
"Chris Cotton","HOU","A-,A+,AA,AAA",4,6,3.2451924704326696,89,1,0,0,12,2,,138.2,585,139,60,50,12,39,3,0,9,0,110,7.1394234349518735,0.18803419,0.06666667,3.2451924704326696,3.863145921221823,1.2836539105267004,2006,1316,0.29655172,"sa737947"
"Jacob Constante","CIN","A,R",8,12,4.134215620194942,40,31,0,0,0,1,,176.1,761,171,98,81,4,89,0,6,9,0,126,6.431002075858798,0.16557162,0.11695138,4.134215620194942,4.21719109751179,1.4744801937595127,2293,1428,0.28014842,"sa737955"
"Joey Wagman","OAK","A,A+,AA",18,15,4.439839662762803,102,22,0,0,4,6,,249.1,1087,273,147,123,17,76,5,10,21,3,216,7.796791602900533,0.19871205,0.0699172,4.439839662762803,3.785234660205512,1.3997326488746327,3335,2240,0.34398977,"sa738171"
"Greg Harris","TBR","A,A+,AA,AAA,R",21,25,3.477638608539582,84,64,2,2,0,2,,372.2,1551,336,169,144,27,146,0,13,27,11,343,8.283541963396365,0.22114765,0.09413282,3.477638608539582,3.620867928554623,1.2933810257068508,4996,3190,0.32347328,"sa738173"
"Joe Gunkel","BOS","A+,AA,AAA,R",36,34,3.688027076348781,130,95,1,0,5,0,,593,2442,612,273,243,61,92,2,30,15,1,419,6.35919072012403,0.17158067,0.03767404,3.688027076348781,3.8995212713901353,1.1871838416778884,8466,5844,0.3071618,"sa738176"
"Hever Bueno","TEX","A,A-,AA,AAA,R",13,7,4.711069637548741,110,8,0,0,3,5,,177.2,815,160,113,93,13,115,1,8,28,3,222,11.24577913479377,0.27239264,0.14110429,4.711069637548741,4.2126275063016605,1.5478424735076508,3073,1838,0.33050847,"sa738180"
"Corey Miller","OAK","A,A-,A+",4,9,4.100467527274007,78,5,0,0,4,4,,142.2,631,150,87,65,13,45,2,4,19,1,103,6.4976639278341946,0.16323296,0.07131537,4.100467527274007,4.30646843320559,1.3668225090913355,1896,1236,0.26931106,"sa738189"
"Junior Mendez","OAK","A,AA",5,11,5.771499204255965,28,27,0,0,0,0,,135.2,613,158,96,87,18,58,0,9,9,0,74,4.909091277183235,0.12071778,0.09461664,5.771499204255965,5.506920132600314,1.592137711518887,1273,871,0.24152542,"sa738197"
"Matt Whitehouse","CLE","A,A+,AA,AAA,R",22,20,4.260550385559763,136,47,1,0,4,4,,363.1,1602,366,207,172,33,150,4,18,33,3,345,8.545871412896037,0.21535581,0.09363296,4.260550385559763,3.98969797636365,1.4201834618532545,6016,3767,0.3172093,"sa738202"
"Andrew Edwards","KCR","A+,AA,AAA,R",5,6,4.695651981037378,106,2,0,0,13,6,,153.1,680,154,85,80,12,74,2,13,15,0,161,9.449999611837724,0.23676471,0.10882353,4.695651981037378,4.065436275769642,1.4869564606618366,2605,1629,0.34731935,"sa738219"
"Jonathan Maciel","DET","A,A+,AA",9,11,5.196226265494112,45,25,0,0,1,0,,176.2,787,225,115,102,14,44,1,8,15,0,102,5.196226265494112,0.1296061,0.05590851,5.196226265494112,4.0026476649586,1.5226414655968585,1771,1281,0.30805687,"sa738222"
"Sam Bragg","OAK","A+,AA,AAA",19,12,3.715302692850605,159,7,0,0,8,8,,281,1195,277,138,116,26,84,4,9,8,2,264,8.455516473384137,0.2209205,0.07029289,3.715302692850605,3.763096801736576,1.2846975786581116,4247,2853,0.30585424,"sa738235"
"Brett McKinney","PIT","A+,AA,AAA",5,8,4.436395729817126,133,1,0,0,13,3,,188.2,845,196,103,93,18,81,4,9,19,0,180,8.586572380291212,0.21301775,0.09585799,4.436395729817126,4.0752060038169615,1.4681978699633738,3128,1938,0.32869565,"sa738242"
"Sebastian Kessay","HOU","A,A-,A+",10,8,4.52513978534943,49,11,0,0,4,2,,119.1,531,107,68,60,5,65,0,6,27,0,145,10.935754481261123,0.27306968,0.12241055,4.52513978534943,3.28160412071414,1.4413408205187073,2077,1271,0.39365079,"sa738247"
"Sam Tewes","STL","A,A-,A+,AA",9,11,4.004237369041067,32,28,0,0,1,0,,157.1,691,189,93,70,15,37,0,10,13,0,111,6.349576399479405,0.16063676,0.05354559,4.004237369041067,4.140131319620608,1.436440706989335,2252,1493,0.28436911,"sa738268"
"Daniel Procopio","LAA","A,A+,AA,R",4,5,5.6249999944120646,86,0,0,0,4,4,,120,556,116,87,75,9,86,0,1,20,2,144,10.799999989271164,0.25899281,0.15467626,5.6249999944120646,4.432653452288537,1.683333331661092,2249,1353,0.36728395,"sa738270"
"Henry Hirsch","PIT","A+,AA",8,6,3.2256639346005556,86,0,0,0,2,3,,150.2,634,142,55,54,5,54,0,11,10,0,140,8.362832423038478,0.22082019,0.0851735,3.2256639346005556,3.070043676620253,1.3008850435837631,2117,1379,0.3943662,"sa738275"
"Ty Damron","OAK","A,A-,A+,AA,AAA,R",21,24,4.348498582294159,143,48,0,0,4,2,,366.1,1624,395,204,177,38,149,1,27,24,1,373,9.163785147998425,0.2296798,0.09174877,4.348498582294159,4.354055716132142,1.4849863331877102,6255,3952,0.34107807,"sa738284"
"Trevor Foss","LAA","A,A+,R",7,5,3.71900873345099,38,9,1,0,0,2,,121,504,124,62,50,12,23,1,3,10,0,103,7.6611579909090395,0.20436508,0.04563492,3.71900873345099,3.9041052317327547,1.2148761862606567,1518,1059,0.25935829,"sa738304"
"Dylan Rheault","BAL","A+,AA,AAA",8,7,4.566502500596912,143,1,0,0,24,5,,203,911,214,122,103,16,107,1,12,22,2,131,5.80788182114753,0.14379802,0.11745335,4.566502500596912,5.073518349500497,1.5812808011775716,3184,1919,0.30257186,"sa738309"
"Cale Coshow","NYY","A,A+,AA,AAA",22,25,3.7127940295182293,199,24,1,1,41,8,,383,1658,365,188,158,28,157,8,20,20,2,388,9.117494199070082,0.23401689,0.0946924,3.7127940295182293,3.6411588193965994,1.3629243905826411,6440,4058,0.38990826,"sa738313"
"Ian McKinney","STL","A,A-,A+,AA,AAA",45,30,3.81355928504854,158,90,2,0,5,0,,590,2556,552,284,250,49,257,4,42,39,1,552,8.420338901387177,0.21596244,0.10054773,3.81355928504854,4.22735839385407,1.3711864273796752,9499,6045,0.30105634,"sa738318"
"Matt Brill","ARI","A,A-,A+,AA,AAA",17,15,4.243523274124983,174,0,0,0,34,14,,193,883,158,112,91,10,130,5,19,35,2,229,10.678756371149682,0.25934315,0.14722537,4.243523274124983,4.147049818219191,1.4922279645274665,3477,2033,0.3458498,"sa738328"
"Travis Seabrooke","BAL","A,A-,A+",11,26,5.02644977073601,97,43,0,0,6,5,,327.2,1456,360,210,183,23,131,0,26,23,0,236,6.482197518544799,0.16208791,0.08997253,5.02644977073601,4.344029705546161,1.4984740968010812,4992,3140,0.34430856,"sa738330"
"Will Morris","PHI","A,A-,A+,AA",16,4,2.7597955527635696,49,23,1,0,0,1,,195.2,802,183,63,60,15,43,0,11,6,2,104,4.7836456247901875,0.12967581,0.05361596,2.7597955527635696,4.119459299915376,1.155025546156605,2348,1571,0.29192547,"sa738332"
"Ryan Ledbetter","TEX","A+,AA",3,6,5.894878554668618,79,1,0,0,7,4,,123.2,569,145,90,81,20,60,2,10,20,0,129,9.388139920398169,0.22671353,0.10544815,5.894878554668618,5.342571773734228,1.6576818980892547,1505,1001,0.27688172,"sa738340"
"Alec Hansen","CHW","A,A+,AA,R",16,18,3.6335403726708075,113,53,1,0,1,3,,322,1401,240,164,130,19,211,2,8,34,5,436,12.186335403726709,0.31120628,0.15060671,3.6335403726708075,3.6210164844265926,1.4006211180124224,5597,3409,0.34048257,"sa738344"
"Matthew DeRosier","WSN","A,A-,A+,R",10,16,3.937500062584878,52,45,0,0,0,1,,240,1021,226,119,105,17,61,0,15,17,1,218,8.175000129938129,0.21351616,0.05974535,3.937500062584878,3.4911200830513325,1.1958333523405926,3468,2323,0.28943759,"sa738347"
"Cory Thompson","CIN","A,A+,AA,R",19,9,3.5091745268464893,148,0,0,0,8,7,,218,937,218,99,85,26,72,3,9,29,0,213,8.79357852021532,0.22732124,0.07684098,3.5091745268464893,4.3316407664613035,1.3302753108306953,3269,2126,0.321875,"sa738349"
"Christian Flecha","KCR","R",1,2,5.953845979137538,31,0,0,0,2,0,,65,302,69,51,43,7,29,0,5,8,4,63,8.723076667108487,0.20860927,0.09602649,5.953845979137538,4.945436849251021,1.5076922634508496,827,539,0.27804878,"sa738365"
"Matt Pierpont","COL","A+,AA,AAA",23,14,2.799761722815193,189,0,0,0,34,9,,279.2,1154,231,101,87,23,86,2,15,17,2,293,9.429082583733926,0.25389948,0.0745234,2.799761722815193,3.5168318140533392,1.1334922939111318,3850,2593,0.25333333,"sa738366"
"Austin Coley","PIT","A,A+,AA,AAA",39,25,4.069462728827095,114,91,2,1,0,1,,508.2,2183,540,247,230,50,131,0,41,23,2,366,6.4757537336987685,0.16765918,0.06000916,4.069462728827095,4.169611224713161,1.319135019827527,6774,4490,0.27328058,"sa738368"
"Bud Jeter","ARI","A,A+,AA,AAA",21,11,3.3797468575428855,197,0,0,0,34,12,,237,1004,210,99,89,13,103,3,8,27,0,262,9.949367153665573,0.26095618,0.10258964,3.3797468575428855,3.524525571111859,1.3206751141210027,3397,2158,0.34920635,"sa738369"
"Tyler Alexander","OAK","AA,AAA",8,8,5.484375572064951,38,22,0,0,0,1,,128,560,128,82,78,29,54,1,5,3,0,131,9.21093846077575,0.23392857,0.09642857,5.484375572064951,5.945361789033089,1.4218751483131356,2233,1434,0.33064516,"sa738376"
"Dillon McNamara","NYY","A,A+,AA,AAA",15,12,2.9423077138923333,178,6,0,0,35,13,,260,1094,222,108,85,13,97,2,10,27,4,231,7.996153904813282,0.21115174,0.08866545,2.9423077138923333,3.4942648883643006,1.226923085923731,3981,2675,0.33952255,"sa738389"
"Jordan Mills","HOU","A,A+,AA,AAA",16,15,3.5087162172370037,153,1,0,0,17,6,,210.1,913,196,99,82,7,83,5,21,11,0,219,9.370839653352485,0.23986857,0.09090909,3.5087162172370037,3.2775952977076344,1.326465887004233,3065,1985,0.29982964,"sa738394"
"Jason Jester","SDP","A+,AA,AAA",13,11,4.36244566919185,178,0,0,0,23,13,,229,999,259,129,111,16,63,4,7,11,1,216,8.489083464373328,0.21621622,0.06306306,4.36244566919185,3.508537342956725,1.4061136190988743,3613,2433,0.34081346,"sa738439"
"Logan Shore","OAK","A,A-,A+,AA,AAA,CPX,R",18,27,4.033019137792586,111,81,1,0,1,0,,424,1813,432,212,190,40,138,0,15,24,0,356,7.556604279232424,0.19635962,0.07611693,4.033019137792586,4.119218022735266,1.3443397125975287,6723,4263,0.31058282,"sa738442"
"Travis Ott","TBR","A,A-,A+,AA,AAA",25,9,2.565874799719071,97,46,0,0,6,3,,308.2,1268,230,101,88,20,122,2,21,18,3,340,9.913607180732773,0.2681388,0.09621451,2.565874799719071,3.4088832534594444,1.1403887998751425,4826,3105,0.36897001,"sa738460"
"Jake Stinnett","CHC","A,A+,AA,R",17,24,4.348498720969447,129,47,0,0,6,6,,366.1,1594,352,206,177,28,149,7,36,34,2,339,8.328480601178772,0.21267252,0.09347553,4.348498720969447,4.08032566526869,1.3676069423764552,4971,3194,0.30834114,"sa738473"
"Scott Burke","BAL","A,A-,A+",7,6,3.5020921620035264,69,10,0,0,3,1,,159.1,646,137,71,62,15,40,0,7,19,0,139,7.8514646857820996,0.21517028,0.0619195,3.5020921620035264,3.7901223556953285,1.1108786965495057,2293,1510,0.27668845,"sa738474"
"A.J. Bogucki","WSN","A,A-,A+,R",8,12,4.638996053588969,74,14,0,0,5,1,,172.2,781,189,103,89,13,70,0,17,17,2,171,8.913127249030492,0.21895006,0.08962868,4.638996053588969,3.9360254873068703,1.4999999723839488,2908,1844,0.34230769,"sa738484"
"Ben Hecht","CHC","A,A-,A+,AA,CPX,R",9,7,4.070610885199411,122,1,0,0,14,7,,174.2,767,135,95,79,18,109,0,20,36,2,209,10.769084493755402,0.27249022,0.14211213,4.070610885199411,4.680083596421001,1.3969466328954376,2948,1725,0.3,"sa738501"
"Dalton Moats","TBR","A,A+,AA,AAA,R",16,9,3.5704919386448304,208,13,0,0,21,7,,305,1266,277,139,121,39,91,7,8,23,2,301,8.881967549852016,0.23775671,0.07187994,3.5704919386448304,4.073313776588007,1.2065574227927434,4299,2859,0.28135991,"sa738506"
"Garrett Williams","SFG","A,A-,A+,AA,AAA,R",21,34,4.471579073056888,175,74,0,0,3,6,,475,2168,441,272,236,32,285,6,59,33,4,500,9.47368447681544,0.23062731,0.13145756,4.471579073056888,4.436359249078193,1.528421095592891,8270,4983,0.32275132,"sa738512"
"Matt Blandino","CIN","A,R",8,5,4.235294592834315,26,21,0,0,0,0,,119,508,145,69,56,8,13,0,2,2,0,84,6.352941889251472,0.16535433,0.02559055,4.235294592834315,3.675197230972098,1.3277312414044082,1478,1075,0.26829268,"sa738534"
"Jake Bray","BAL","A,A-,A+,R",7,12,3.908955045833073,138,11,0,0,36,6,,223.1,950,204,104,97,27,78,1,11,9,1,270,10.880596519329172,0.28421053,0.08210526,3.908955045833073,3.927027416611061,1.262686509650546,3423,2278,0.35135135,"sa738576"
"Max Beatty","CHW","A,A+,AAA,R",8,12,4.317259497180192,29,22,1,0,0,1,,131.1,552,134,74,63,14,25,0,7,10,0,96,6.578681138560293,0.17391304,0.04528986,4.317259497180192,4.130468344821908,1.2106600706378317,1888,1297,0.32470588,"sa738607"
"Dallas Newton","ARI","A-,R",4,3,7.799999752044686,30,7,0,0,0,2,,60,297,76,64,52,2,35,0,9,20,2,40,5.999999809265143,0.13468013,0.11784512,7.799999752044686,5.435752649034208,1.8499999411900856,678,424,0.23113208,"sa738609"
"Tyler Viza","PHI","A,A+,AA,AAA,R",39,46,4.3768998736714835,150,106,5,0,0,3,,658,2840,705,379,320,79,180,2,32,24,3,539,7.3723407247154045,0.18978873,0.06338028,4.3768998736714835,4.28502765850865,1.344984857013633,9385,6205,0.31965234,"sa738610"
"Rob Rogers","LAD","A+,AA,AAA,R",9,8,3.6100284497299935,75,4,0,0,7,2,,119.2,532,129,64,48,0,48,2,3,19,0,107,8.047355085856443,0.20112782,0.09022556,3.6100284497299935,3.1300480990464856,1.4791088787088167,1443,967,0.29758713,"sa738615"
"Jordan Milbrath","CLE","A,A+,AA,AAA",21,28,4.34534785124212,184,27,0,0,11,11,,397.2,1787,406,238,192,35,177,5,35,63,0,403,9.12070408359674,0.22551763,0.09904868,4.34534785124212,4.1621760417568545,1.4660519660151363,5348,3396,0.33448276,"sa738636"
"Cole Stapler","ARI","A,A-,A+,AA,R",11,17,3.2399998724168397,58,44,0,0,2,1,,258.1,1060,251,110,93,18,46,0,6,14,0,257,8.953548034528255,0.24245283,0.04339623,3.2399998724168397,3.209755759852897,1.1496773740833948,3723,2516,0.30738255,"sa738639"
"Pat Goetze","BOS","A,A-,A+,R",11,3,2.845588195385818,63,1,0,0,3,5,,136,596,151,60,43,6,27,1,14,4,1,96,6.352941087372989,0.16107383,0.04530201,2.845588195385818,3.4486201165554697,1.3088235110560094,1893,1329,0.35607676,"sa738640"
"Ryan Moseley","BAL","A,A-,A+,AA,AAA",14,15,4.251468783933883,174,8,0,0,15,9,,283.2,1286,275,168,134,16,163,2,23,43,0,267,8.471210188883186,0.20762053,0.12674961,4.251468783933883,4.491487609956896,1.5440657772496194,4802,2879,0.25180723,"sa738670"
"A.J. Puckett","KCR","A,A+,AA,AAA,R",21,24,4.204918051960967,112,59,0,0,0,4,,366,1592,367,189,171,26,145,1,23,22,1,340,8.360655775828825,0.21356784,0.0910804,4.204918051960967,3.9629643828062497,1.3989071102040387,5824,3695,0.36203704,"sa738686"
"Nick Green","TEX","A,A-,A+,AA,AAA",29,32,4.464427028926816,120,94,2,0,0,3,,506,2231,500,298,251,25,217,1,43,85,3,416,7.399209737185481,0.18646347,0.0972658,4.464427028926816,3.9899507611232066,1.4169960955026681,7600,4745,0.32775274,"sa738690"
"Lukas Schiraldi","SEA","A,A+,AA",14,27,4.602272760145405,140,40,2,0,15,8,,322.2,1460,280,190,165,11,216,1,28,81,3,357,9.957644699223696,0.24452055,0.14794521,4.602272760145405,3.9944729518121704,1.5371900936243241,4549,2723,0.32205368,"sa738692"
"Connor Jones","STL","A-,A+,AA,AAA,R",25,25,4.841817068994852,169,60,1,1,16,6,,425.2,1941,466,259,229,25,235,7,32,42,3,335,7.083007502678059,0.17259145,0.12107161,4.841817068994852,4.531477453020582,1.6468286100753962,7107,4281,0.35153328,"sa738697"
"Andy Ravel","TOR","A,A-,A+",9,10,6.643979123939186,65,28,0,0,0,1,,191,867,253,151,141,22,63,0,12,21,3,127,5.984293253477139,0.14648212,0.07266436,6.643979123939186,4.883744207106719,1.6544502783016413,2965,1899,0.2957958,"sa738700"
"Luke Lanphere","TEX","A,A-",11,6,4.085889905230157,35,23,0,0,0,0,,163,692,168,86,74,14,48,0,7,7,1,126,6.957055784581079,0.18208092,0.06936416,4.085889905230157,4.171625331020722,1.3251534827773483,1732,1223,0.27897839,"sa738712"
"Caleb Simpson","SFG","A-,A+,AA,AAA",12,16,4.48504972020527,165,1,0,0,13,11,,200.2,906,148,115,100,19,149,7,26,34,0,252,11.30232529491728,0.2781457,0.16445916,4.48504972020527,4.893696210654853,1.480066407667739,3613,2087,0.26987448,"sa738717"
"Geoffrey Bramblett","KCR","A,R",13,5,4.557544468013451,33,16,0,0,1,1,,130.1,567,139,72,66,13,39,0,19,12,2,103,7.112531518263416,0.18165785,0.06878307,4.557544468013451,5.017612802567837,1.3657288136471284,1436,1001,0.27832512,"sa738730"
"Alec Byrd","COL","A,A-,R",10,4,2.7884129617582603,51,14,0,0,0,3,,132.1,550,117,49,41,9,50,0,8,13,1,126,8.5692691019888,0.22909091,0.09090909,2.7884129617582603,4.017038248330891,1.2619646737496732,2030,1280,0.31111111,"sa738733"
"Hobbs Johnson","MIL","AA",8,8,4.226635758882438,41,25,1,0,0,0,,142.2,635,120,75,67,7,97,0,9,8,0,113,7.128505085876349,0.17795276,0.15275591,4.226635758882438,4.5892222838133545,1.52102812550164,2433,1411,0.32687651,"sa738890"
"Zack Brown","MIL","A,A+,AA,AAA,CPX,R",26,18,4.016677991541803,166,72,1,1,4,3,,499.2,2142,474,257,223,48,201,3,29,47,4,450,8.105404018806329,0.21008403,0.09383754,4.016677991541803,4.371171625943332,1.3509006698010548,7993,5008,0.29338843,"sa738901"
"Scott Moss","CIN","A,A+,AA,AAA,CPX,R",42,24,3.552631670516384,102,99,2,0,0,1,,468.2,2000,412,217,185,36,203,0,18,21,0,493,9.467283316565283,0.2465,0.1015,3.552631670516384,3.8227671016439237,1.312233319740286,7780,4879,0.31055901,"sa738902"
"Javi Salas","MIL","A+,AA,R",12,15,5.024271984219005,52,39,2,0,0,0,,206,945,218,140,115,10,102,1,26,20,1,141,6.160194345868518,0.14920635,0.10793651,5.024271984219005,4.356541447651658,1.5533981014010447,2384,1530,0.32988166,"sa738903"
"Justin Garcia","CLE","A,A+,AA",10,4,3.1319999357814803,106,0,0,0,3,4,,166.2,709,142,61,58,13,77,9,4,11,1,143,7.721999841668132,0.20169252,0.10860367,3.1319999357814803,4.1914417200817216,1.3139999730577474,2252,1438,0.34989648,"sa738904"
"Jake Thompson","BOS","A-,A+,AA,AAA",9,19,4.919491808708475,110,34,0,0,3,5,,236,1073,258,160,129,13,114,0,23,26,1,207,7.894068251183366,0.19291705,0.10624418,4.919491808708475,4.117714096600271,1.576271277208917,4176,2496,0.30949106,"sa738914"
"Isaac Anderson","LAD","A,A+,AA,R",20,27,4.594106650249381,91,63,0,0,2,0,,350.2,1528,369,198,179,30,92,0,30,31,5,326,8.36692049151563,0.21335079,0.06020942,4.594106650249381,3.8756619422556895,1.3146388366014676,5194,3432,0.30583874,"sa738925"
"Blake McKnight","STL","A,A+,AA",11,16,3.5557166671833897,94,18,0,0,4,4,,230.1,1003,237,118,91,10,86,5,16,18,0,119,4.649783334009048,0.11864407,0.08574277,3.5557166671833897,4.13300088988271,1.4023156086693955,3061,1918,0.28297055,"sa738934"
"Conor Harber","MIL","A,A+,AA,R",13,18,3.4300700901971206,82,40,1,1,2,2,,286,1218,236,129,109,16,142,2,19,33,1,258,8.118881497897771,0.21182266,0.11658456,3.4300700901971206,4.0709060164318345,1.321678383378707,4622,2870,0.37375,"sa738945"
"Parker Bugg","MIA","A,A-,A+,AA,AAA",18,12,4.176470796496362,177,8,0,0,7,11,,306,1301,244,161,142,38,134,4,11,34,2,357,10.500000523585925,0.2744043,0.10299769,4.176470796496362,4.175231779984756,1.235294179245403,5336,3350,0.32955975,"sa738946"
"Frank Duncan","PIT","A+,AA,AAA",41,43,4.603190603786427,134,118,1,0,0,1,,668.2,2926,779,377,342,63,169,2,47,35,1,487,6.554835742818684,0.16643882,0.05775803,4.603190603786427,4.163646211436238,1.4177468136418234,9439,6213,0.25113122,"sa738963"
"Hayden Howard","WSN","A,A-,A+,R",12,7,3.1479820358551605,114,2,0,0,9,5,,223,959,223,98,78,15,76,2,10,15,0,208,8.394618762280428,0.2168926,0.07924922,3.1479820358551605,3.57873982689439,1.3408071634197904,3375,2231,0.27327327,"sa738994"
"Chris Viall","NYM","A,A-,R",3,13,5.5607942552133665,52,26,0,0,2,0,,134.1,620,124,97,83,14,86,1,16,29,0,176,11.791563721898223,0.28387097,0.13870968,5.5607942552133665,4.506628574832663,1.5632754934334765,2241,1331,0.34431138,"sa738995"
"Arturo Reyes","STL","A+,AA,AAA,R",37,31,4.2407408572427965,124,76,1,0,1,6,,486,2105,503,263,229,47,169,5,23,26,5,380,7.037037230359225,0.18052257,0.08028504,4.2407408572427965,4.435331027427465,1.3827160873688302,7420,4769,0.31409836,"sa739006"
"Garrett Cortright","BAL","A,A-,A+,AA,AAA",3,5,3.144303725111889,96,0,0,0,22,3,,131.2,549,140,60,46,8,24,1,7,6,0,93,6.356961879030559,0.16939891,0.04371585,3.144303725111889,3.4961214110110435,1.245569591590217,1707,1181,0.37735849,"sa739011"
"Sal Mendez","TEX","A,A-,A+,AA,AAA,R",30,26,3.448011252585228,138,53,0,0,4,6,,477.2,2035,456,217,183,27,168,3,22,24,1,390,7.3482207022308135,0.19164619,0.08255528,3.448011252585228,3.8208613090086825,1.3063503470632558,6827,4479,0.31983528,"sa739012"
"Williams Ramirez","MIN","A,A+,AA,R",16,12,3.1139242260564295,130,12,0,0,11,6,,237,984,156,91,82,7,128,1,19,28,1,288,10.936709476881118,0.29268293,0.1300813,3.1139242260564295,3.17797274067055,1.1983123037940733,3677,2257,0.35272727,"sa739056"
"Evertz Orozco","ATL","R",6,2,3.5357142857142856,30,0,0,0,3,2,,56,244,59,25,22,2,14,0,8,6,2,41,6.589285714285714,0.16803279,0.05737705,3.5357142857142856,3.6690733126231603,1.3035714285714286,391,316,0.36158192,"sa739157"
"Ismael Maldonado","KCR","R",4,8,6.825843172051726,42,10,0,0,1,2,,118.2,589,135,117,90,17,80,0,17,19,5,109,8.266854508373756,0.18505942,0.13582343,6.825843172051726,6.565414425311852,1.811797879001384,1547,959,0.33769634,"sa739158"
"Angel Mejia","SDP","A,A-,A+",8,8,4.922652348694552,29,24,1,0,1,0,,120.2,554,149,85,66,9,43,0,11,16,3,83,6.1906082566916325,0.14981949,0.07761733,4.922652348694552,4.5790822084511955,1.5911603551335924,1120,807,0.29016787,"sa739255"
"Angel German","LAD","A,A+,AA,R",6,11,4.593900622185715,141,8,0,0,17,4,,207.2,927,179,120,106,17,121,2,19,26,2,200,8.667737022991917,0.21574973,0.13052859,4.593900622185715,4.664074607008166,1.4446228371653194,3143,1927,0.29301533,"sa739256"
"Fernery Ozuna","TEX","AA,AAA,R",14,5,4.804053992141853,106,2,0,0,12,10,,148,640,141,91,79,20,58,0,17,13,1,164,9.972972844446378,0.25625,0.090625,4.804053992141853,4.8055705596452025,1.3445945772661445,2479,1559,0.2775,"sa739259"
"Tomas Leoncio","BAL","R",5,10,3.3536846010583714,41,29,0,0,0,1,,158.1,671,165,78,59,6,36,0,7,15,2,122,6.934737649646124,0.18181818,0.05365127,3.3536846010583714,3.072497819619184,1.2694738320390446,1065,878,0.34122288,"sa739263"
"Marc Magliaro","COL","A-,A+,AA",7,8,4.652912276709675,99,0,0,0,2,5,,137.1,596,149,81,71,16,37,1,6,9,0,121,7.9296110631249395,0.20302013,0.06208054,4.652912276709675,4.364076031461967,1.3543688317183091,2018,1314,0.34570766,"sa739267"
"Kevin Guzman","LAD","A,R",9,12,4.084615384615384,29,24,1,0,0,0,,130,562,138,74,59,7,41,0,8,6,4,110,7.615384615384615,0.19572954,0.07295374,4.084615384615384,3.521510765919825,1.376923076923077,1148,845,0.23019802,"sa739328"
"Oscar Cruz","BAL","R",4,4,5.804999723196043,33,0,0,0,0,3,,66.2,321,85,54,43,3,31,2,4,12,0,45,6.07499971032144,0.14018692,0.09657321,5.804999723196043,3.9913221822289415,1.7399999170303384,466,331,0.24528302,"sa739465"
"Joaquin De La Cruz","MIL","A,R",8,13,3.574337974460144,46,23,0,0,2,1,,163.2,711,165,85,65,2,59,0,6,27,0,151,8.303462063745874,0.21237693,0.08298172,3.574337974460144,3.022901811017664,1.3686353953488415,1306,1007,0.25506073,"sa739539"
"Luis Ysla","BOS","A+,AA,AAA",15,30,5.528120026772339,166,39,1,0,5,5,,379.1,1752,422,254,233,42,222,2,20,18,7,398,9.442883135860047,0.22716895,0.12671233,5.528120026772339,4.7349443408291005,1.697715449328272,6617,4054,0.31356694,"sa739569"
"Daniel McGrath","BOS","A+,AA,AAA,R",26,25,3.542488236537079,135,77,2,0,6,2,,490.1,2065,431,228,193,33,217,5,15,26,0,422,7.745751480925633,0.20435835,0.10508475,3.542488236537079,3.9164381432592643,1.3215500157029516,7349,4522,0.27503526,"sa739598"
