Name,Team,Level,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,K%,BB%,ERA,FIP,WHIP,Pitches,Strikes,Oppo%,PlayerId
"Scott Barlow","LAD","A,A+,AA,AAA,R",20,23,3.7324172166504925,88,80,0,0,2,1,,412.1,1774,368,217,171,40,179,2,24,26,1,406,8.86176251438655,0.22886133,0.10090192,3.7324172166504925,4.23344085356258,1.326596632558687,6297,3977,0.31013746,"14993"
"Jairo Labourt","TOR","A+,AA,AAA,R",11,24,4.445520509256535,105,38,0,0,5,5,,275.1,1239,237,160,136,16,171,0,15,39,2,275,8.989103970923141,0.22195319,0.13801453,4.445520509256535,4.012020569806879,1.4818401697521784,3611,2234,0.30384615,"14996"
"Luis Santos","TOR","A+,AA,AAA",23,28,4.1366038509956935,127,64,0,0,1,4,,441.2,1878,421,229,203,49,147,1,14,17,2,419,8.538113367326087,0.22310969,0.07827476,4.1366038509956935,3.974636266112666,1.2860377599154647,6518,4346,0.29275809,"15006"
"Yacksel Rios","PHI","A+,AA,AAA,R",20,20,3.908847184986595,231,19,0,0,27,15,,373,1594,319,185,162,28,160,7,27,56,7,367,8.855227882037534,0.23023839,0.10037641,3.908847184986595,3.8543042723114396,1.2841823056300268,5546,3524,0.33300971,"15007"
"Kyle Finnegan","OAK","A+,AA,AAA,R",17,21,4.10192292646544,195,26,0,0,47,7,,346.2,1484,333,181,158,36,136,6,5,34,0,342,8.87884582817203,0.23045822,0.0916442,4.10192292646544,4.202932942391378,1.3528845657611053,5390,3433,0.3493014,"15009"
"Alex Reyes","STL","A,A+,AA,AAA,R",11,14,3.5286343352905556,52,49,0,0,0,0,,227,959,176,100,89,12,115,0,10,21,4,337,13.36123338194289,0.35140772,0.11991658,3.5286343352905556,2.8400581316370643,1.2819383165662317,3534,2234,0.2983871,"15015"
"Victor Alcantara","LAA","A+,AA,AAA",16,24,4.507666135424578,137,53,0,0,4,2,,391.1,1717,395,231,196,26,174,1,20,34,2,340,7.819420847165084,0.1980198,0.10133955,4.507666135424578,4.0572718799402745,1.4540034189663178,5963,3782,0.24216765,"15028"
"Kyle Crockett","CLE","AAA",11,7,3.8924484276400895,143,0,0,0,4,5,,145.2,627,150,72,63,10,40,4,9,5,1,140,8.649885394755755,0.22328549,0.06379585,3.8924484276400895,3.2455600519522196,1.3043477976218993,2430,1619,0.35926773,"15033"
"Chase De Jong","TOR","A,A+,AA,AAA",40,36,4.2287482799333125,129,114,3,1,0,0,,647,2764,628,343,304,84,207,2,30,33,0,554,7.706337325931103,0.20043415,0.07489146,4.2287482799333125,4.521149767598463,1.2905719348480686,9404,6173,0.27379135,"15036"
"German Marquez","TBR","A+,AA,AAA",18,19,3.307286273421718,55,51,0,0,0,1,,315.2,1310,309,139,116,22,68,1,20,12,3,277,7.8975715322225515,0.21145038,0.0519084,3.307286273421718,3.307426671967756,1.1942978209578428,3726,2600,0.33297985,"15038"
"Tim Mayza","TOR","A,A+,AA,AAA",14,10,3.1447587572728053,131,2,0,0,12,12,,200.1,857,177,84,70,9,91,4,2,11,1,222,9.973377773065183,0.25904317,0.10618436,3.1447587572728053,3.0768407746488684,1.3377703919827173,3042,1942,0.35555556,"15042"
"Lou Trivino","OAK","A,A+,AA,AAA",20,13,3.490342010534585,130,10,0,0,9,7,,224.1,951,193,101,87,7,91,6,9,24,4,216,8.665676715810005,0.22712934,0.09568875,3.490342010534585,3.4581614410393477,1.2659733473714203,3419,2168,0.3659306,"15043"
"Trevor Gott","LAA","A-,A+,AA,AAA,R",8,9,3.8363310356003746,166,1,0,0,19,7,,185.1,789,182,92,79,9,63,4,12,11,0,199,9.663669317524993,0.252218,0.07984791,3.8363310356003746,3.1443438715381613,1.3219424806217888,3092,1964,0.41828794,"15046"
"Austin Voth","WSN","A-,AA,AAA,R",27,42,3.991671119620898,121,118,1,0,0,0,,640.1,2726,625,318,284,62,203,5,18,29,0,570,8.011452599239126,0.20909758,0.07446809,3.991671119620898,3.824694038623507,1.2930765598771923,10663,6753,0.29080579,"15047"
"Silvino Bracho","ARI","A+,AA,AAA",10,15,3.5023585693422032,247,6,0,0,59,12,,282.2,1174,258,118,110,37,80,5,12,11,3,372,11.844339889048179,0.31686542,0.0681431,3.5023585693422032,3.6873079387414465,1.1957547438764289,4627,3087,0.35070423,"15051"
"Jaime Schultz","TBR","A+,AA,AAA,R",21,19,4.296000019119263,157,58,0,0,8,3,,375,1650,338,200,179,35,225,4,14,25,4,491,11.784000052444458,0.29757576,0.13636364,4.296000019119263,3.8413276971872286,1.5013333400149875,7014,4199,0.35995624,"15066"
"Yency Almonte","CHW","A,A+,AA,AAA",35,30,3.5953002252872532,137,80,2,1,9,5,,510.2,2158,453,228,204,51,187,2,31,27,2,454,8.001305403335358,0.21037998,0.08665431,3.5953002252872532,4.353082719437364,1.2532636950892386,7024,4527,0.32067797,"15068"
"Kyle McGowin","LAA","A+,AA,AAA",39,46,4.499999910057664,129,119,2,1,0,1,,668,2820,638,366,334,81,219,2,30,32,1,620,8.353293246214825,0.21985816,0.07765957,4.499999910057664,4.291203833484791,1.282934106094284,10261,6520,0.27492292,"15071"
"Hunter Wood","TBR","A,A+,AA,AAA,CPX",21,19,3.1893204169565417,127,49,0,0,9,4,,412,1664,307,160,146,35,140,1,10,27,2,435,9.502427269699286,0.26141827,0.08413462,3.1893204169565417,3.376891319534321,1.0849514660422939,5803,3785,0.32622799,"15091"
"Rob Zastryzny","CHC","AA,AAA,CPX,R",25,29,4.696416908932559,172,75,0,0,4,2,,511.2,2230,527,307,267,64,199,4,11,28,2,482,8.478175843091735,0.2161435,0.08923767,4.696416908932559,4.579933980529482,1.4188924993279393,8225,5205,0.30013021,"15094"
"Ben Heller","CLE","A+,AA,AAA,CPX",11,12,3.071307553504678,169,8,0,0,33,8,,196.1,824,143,81,67,12,71,4,24,29,1,255,11.689304867816311,0.30946602,0.08616505,3.071307553504678,3.0122316509822955,1.0899831118573815,2937,1893,0.33615222,"15100"
"Luke Farrell","KCR","A+,AA,AAA,R",27,24,4.096925154583595,125,87,0,0,2,0,,498.2,2138,451,249,227,56,207,0,24,28,4,490,8.843582932801594,0.22918616,0.09681946,4.096925154583595,4.4563048490452335,1.3195187233069043,8560,5367,0.31068648,"15101"
"Collin Wiles","TEX","A,A+,AA,AAA,R",40,42,4.612553113396833,139,120,2,1,0,2,,706.1,2966,768,402,362,96,147,0,33,19,2,514,6.549315746646332,0.17329737,0.0495617,4.612553113396833,4.694658870443719,1.2954223753094236,9977,6605,0.3066432,"15106"
"Jimmie Sherfy","ARI","A+,AA,AAA,R",15,15,3.4624828262883147,222,0,0,0,79,16,,244.1,1014,187,102,94,19,104,6,12,13,4,313,11.52933111306641,0.3086785,0.1025641,3.4624828262883147,3.504549942454725,1.1909958657800233,4040,2526,0.34536082,"15118"
"Tyler Danish","CHW","AA,AAA",23,47,4.914782722816398,171,77,4,1,6,4,,575,2551,672,365,314,60,203,1,17,22,2,401,6.276521884870623,0.15719326,0.07957664,4.914782722816398,4.5141620346698055,1.5217391657694084,9222,5873,0.2626943,"15126"
"Drew Anderson","PHI","A,A+,AA,AAA",25,23,3.6397061716107992,82,79,0,0,0,0,,408,1701,336,185,165,48,149,3,23,21,3,381,8.404412432628572,0.22398589,0.08759553,3.6397061716107992,4.369152739767476,1.1887255846675,6650,4229,0.30487805,"15130"
"Jake Newberry","KCR","A,A+,AA,AAA",24,16,3.4641508623627697,239,4,0,0,43,14,,353.1,1505,338,158,136,25,125,9,7,21,4,334,8.507546970802684,0.22192691,0.08305648,3.4641508623627697,3.6430524379110616,1.3103773278382045,5492,3538,0.31695568,"15136"
"Ashton Goudeau","KCR","A,A+,AA,AAA,R",28,56,5.242424528594666,170,95,1,1,3,3,,594,2603,693,379,346,78,166,2,19,40,5,500,7.5757579892986495,0.19208605,0.06377257,5.242424528594666,4.3827231567877565,1.4461280250683421,9375,6132,0.30865485,"15139"
"Justin Topa","PIT","A+,AA,AAA,CPX,R",9,10,4.410890657000111,90,7,0,0,3,4,,134.2,581,140,68,66,7,40,0,11,11,0,124,8.287127901030512,0.21342513,0.06884682,4.410890657000111,3.4054907759193638,1.3366335324242762,2100,1390,0.32089552,"15145"
"Jimmy Yacabonis","BAL","A+,AA,AAA",25,18,3.1821429167535853,240,22,0,0,35,11,,373.1,1581,309,154,132,20,157,8,24,36,1,354,8.533928731293706,0.22390892,0.09930424,3.1821429167535853,3.6877912167228337,1.248214309096945,6100,3752,0.38150289,"15157"
"Braden Shipley","ARI","AA,AAA,R",38,37,4.744770025940261,192,91,3,0,2,6,,637.1,2798,685,368,336,77,246,2,27,31,1,507,7.1595190569991445,0.18120086,0.08791994,4.744770025940261,4.887558260674323,1.4607741052084602,10546,6394,0.27493797,"15158"
"Luiz Gohara","SEA","A,A-,A+,AA,AAA",20,19,3.4322034825828553,68,67,0,0,0,0,,314.2,1344,299,143,120,21,123,2,11,22,2,354,10.125000273619422,0.26339286,0.09151786,3.4322034825828553,3.283537133254389,1.341101731157375,4410,2915,0.34430082,"15166"
"Daniel Wright","CIN","AA,AAA",31,36,4.977453681631188,99,87,3,0,0,0,,502.2,2174,533,313,278,58,148,2,28,21,1,384,6.8753317041236555,0.17663293,0.06807728,4.977453681631188,4.399385421303339,1.354774563225755,7882,5123,0.2734036,"15179"
"Glenn Sparkman","KCR","A,A+,AA,AAA,R",14,16,3.7873303208279183,52,45,0,0,1,0,,221,921,231,106,93,21,42,0,6,9,4,187,7.615384623600223,0.20304017,0.04560261,3.7873303208279183,3.7396001230067792,1.2352941189797153,3340,2307,0.33333333,"15200"
"Tyler Bashlor","NYM","A,A+,AA,AAA,CPX",13,13,2.9716981132075473,182,0,0,0,37,12,,212,905,157,80,70,14,110,5,20,19,0,276,11.716981132075471,0.30497238,0.12154696,2.9716981132075473,3.493832590933425,1.259433962264151,3692,2281,0.3501006,"15203"
"Kevin McGowan","NYM","A+,AA,AAA,R",26,27,4.153846058065084,165,53,0,0,6,7,,446.1,1918,449,234,206,38,162,2,10,28,2,357,7.198655547229296,0.18613139,0.08446298,4.153846058065084,4.072856868613985,1.368932007269561,6192,3998,0.30475504,"15215"
"Aaron Slegers","MIN","A+,AA,AAA,CPX",45,36,3.8571427807317398,135,112,6,2,0,0,,686,2880,701,334,294,74,166,1,36,25,2,488,6.402332234683976,0.16944444,0.05763889,3.8571427807317398,4.237969908226886,1.2638483714642548,9450,6328,0.28466145,"15231"
"Cody Reed","KCR","A+,AA,AAA,CPX",33,32,3.1786966469479827,116,74,1,0,2,3,,475.2,2005,440,194,168,36,171,1,24,26,1,470,8.892782286104476,0.23441397,0.08528678,3.1786966469479827,3.5578030728457457,1.2845129968817577,7198,4613,0.32585949,"15232"
"Alan Busenitz","LAA","A+,AA,AAA",9,12,3.6138996671271553,155,9,1,0,20,6,,259,1090,261,113,104,16,77,4,16,26,0,242,8.409266533122803,0.22201835,0.0706422,3.6138996671271553,3.433075520735126,1.3050193242403616,3964,2584,0.3373174,"15239"
"Kevin McCarthy","KCR","A,A+,AA,AAA",12,14,3.924418695768663,159,2,0,0,28,9,,229.1,963,233,110,100,20,65,6,7,15,2,179,7.024709465425906,0.18587747,0.0674974,3.924418695768663,3.9774983492940965,1.2994186348211796,3439,2264,0.32630098,"15240"
"Cole Sulser","CLE","A,A+,AA,AAA",19,14,3.558935493494943,191,8,0,0,14,7,,263,1103,241,115,104,17,90,5,9,17,0,340,11.63498142104116,0.30825023,0.08159565,3.558935493494943,2.806853367283879,1.2585551798577204,4680,3033,0.37744361,"15256"
"Shane Carle","COL","AA,AAA",28,25,4.6735029955192715,146,50,3,2,2,7,,406.1,1778,478,233,211,38,113,3,12,16,5,298,6.60049238229736,0.16760405,0.06355456,4.6735029955192715,4.19426018665122,1.4544709164570246,6314,4138,0.28960943,"15258"
"Keynan Middleton","LAA","A,A+,AA,AAA,CPX,R",10,13,4.074074166011129,121,32,0,0,12,1,,243,1029,227,116,110,26,98,0,4,14,1,244,9.037037240970141,0.23712342,0.0952381,4.074074166011129,4.179333365300652,1.3374485898521384,3516,2294,0.31771596,"15264"
"Jacob Rhame","LAD","A+,AA,AAA",8,17,3.4493392360312445,189,0,0,0,26,7,,227,922,184,93,87,24,72,6,2,11,0,272,10.784141059775845,0.29501085,0.07809111,3.4493392360312445,3.578488263779877,1.1277533134406112,3708,2484,0.37043478,"15267"
"Zac Reininger","DET","A+,AA,AAA,R",14,12,3.2832621250983105,142,9,0,0,11,4,,233,966,211,94,85,16,78,3,6,11,0,217,8.381975072309803,0.22463768,0.08074534,3.2832621250983105,3.50233456697454,1.2403434694815838,3681,2386,0.29260935,"15285"
"Adam Cimber","SDP","A,AA,AAA",12,7,3.171140916446183,143,2,0,0,9,9,,198.2,806,181,78,70,20,41,4,7,2,0,144,6.523489885260719,0.17866005,0.05086849,3.171140916446183,4.00733522075214,1.117449656271512,2901,1993,0.36945813,"15288"
"Austin Pruitt","TBR","A,AA,AAA",28,25,3.5622463540318328,132,72,4,1,3,2,,492.2,2012,482,218,195,40,98,1,11,20,1,458,8.366711949469638,0.22763419,0.04870775,3.5622463540318328,3.2212383691944786,1.1772666013324575,7452,4964,0.29183956,"15290"
"Steven Brault","PIT","A,A-,A+,AA,AAA,CPX",27,18,2.673970343777311,84,69,0,0,0,2,,380.1,1575,314,125,113,18,136,0,16,10,1,349,8.25854557502904,0.2215873,0.08634921,2.673970343777311,3.2490996168400943,1.1831727184855356,5664,3690,0.37113402,"15291"
"Layne Somsen","CIN","AA,AAA",13,5,2.818681141443705,111,4,0,0,8,7,,182,791,159,78,57,10,96,1,3,14,0,186,9.197801619447878,0.23514539,0.12136536,2.818681141443705,3.6807857867620424,1.4010988129983328,3089,1894,0.27091633,"15301"
"Donnie Hart","BAL","A,A+,AA,AAA",17,8,2.6776862152742904,182,3,0,0,26,11,,201.2,846,198,72,60,8,49,6,8,6,0,194,8.65785209605354,0.22931442,0.05791962,2.6776862152742904,2.873635925879885,1.2247935095791662,3036,2034,0.3394958,"15306"
"Kevin Herget","STL","A+,AA,AAA,R",39,26,3.7871828199508673,210,61,1,0,30,5,,551.1,2322,569,273,232,68,138,9,15,24,2,536,8.749698239196832,0.23083549,0.05943152,3.7871828199508673,3.9792028011306724,1.2823459069469652,8333,5509,0.3318992,"15369"
"Kyle Lloyd","SDP","A+,AA,AAA,R",33,36,4.381714107222895,136,94,2,1,3,2,,583.1,2473,597,318,284,54,185,2,10,27,1,542,8.362285373643694,0.219167,0.07480793,4.381714107222895,3.8559778259658053,1.3405713739625602,8357,5527,0.19468515,"15378"
"Andrew Heaney","LAA","A,A+,AA,AAA,CPX,R",8,5,3.7536590189809584,27,27,0,0,0,0,,136.2,580,144,67,57,8,33,0,5,8,0,148,9.74634271595056,0.25517241,0.05689655,3.7536590189809584,3.15773619355482,1.2951221176600969,2049,1395,0.32824427,"15423"
"Matthew Boyd","TOR","AA,AAA",15,11,2.0040486913236304,47,41,1,0,0,0,,247,953,168,62,55,21,58,1,6,5,2,243,8.85425149075713,0.25498426,0.06086044,2.0040486913236304,3.1761131169175707,0.9149798065437181,3761,2463,0.30959752,"15440"
"Zack Weiss","CIN","A+,AA,AAA,R",15,21,4.089901256871977,216,3,0,0,46,11,,270.2,1159,232,155,123,31,126,8,6,25,8,355,11.804186554386602,0.30629853,0.10871441,4.089901256871977,3.9126850462297678,1.322660027064289,4573,2913,0.36309524,"15444"
"Mike Mayers","STL","AA,AAA,R",18,25,4.074626885004314,109,69,2,1,9,1,,402,1743,406,208,182,48,146,3,20,20,2,362,8.104477650393195,0.20768789,0.08376363,4.074626885004314,4.5830851223662545,1.3731343348732485,6475,4175,0.32445923,"15451"
"Nick Pivetta","WSN","A+,AA,AAA",31,17,3.330170826199596,66,62,2,2,0,0,,351.1,1455,297,142,130,27,132,0,15,18,2,336,8.607210750792802,0.23092784,0.09072165,3.330170826199596,3.6791386225083147,1.2210626362731851,5130,3282,0.33814433,"15454"
"Jose De Leon","LAD","A,A+,AA,AAA,CPX,R",18,15,3.1688932970241837,102,72,1,1,3,0,,349.1,1439,269,140,123,34,130,1,15,11,0,461,11.876909023806087,0.32036136,0.09034051,3.1688932970241837,3.4162991152219693,1.1421756328027546,5406,3556,0.30825243,"15463"
"Marco Gonzales","STL","A+,AA,AAA",9,9,3.8263473927925564,32,32,0,0,0,0,,167,700,166,79,71,17,46,1,7,2,0,134,7.221557051185952,0.19142857,0.06571429,3.8263473927925564,4.2938528103246725,1.269461106841975,2629,1701,0.29044834,"15467"
"Lucas Giolito","WSN","A,A+,AA,AAA",19,22,3.56509725428846,67,65,2,2,0,0,,361,1533,339,163,143,27,140,0,15,21,1,381,9.498615761425896,0.24853229,0.0913242,3.56509725428846,3.4499494858349586,1.3268699182627601,5520,3522,0.30552764,"15474"
"Antonio Senzatela","COL","A+,AA,AAA,CPX",18,13,2.985882368854008,54,54,1,0,0,0,,283.1,1165,264,110,94,21,70,0,13,14,1,236,7.496470628186659,0.20257511,0.06008584,2.985882368854008,3.9220033591267693,1.1788235356941354,3249,2252,0.39479905,"15488"
"Stephen Gonsalves","MIN","A,A+,AA,AAA,CPX,R",53,22,2.8131203035947356,130,105,3,0,1,0,,604.2,2479,435,203,189,44,276,0,29,36,4,670,9.972437055071284,0.27027027,0.11133522,2.8131203035947356,3.532453379091606,1.1758545184337783,8990,5674,0.35904255,"15492"
"Kohl Stewart","MIN","A+,AA,AAA",38,38,3.8283580748194987,111,107,2,0,0,0,,580.2,2517,578,304,247,33,237,0,38,51,1,426,6.602755222158326,0.16924911,0.09415971,3.8283580748194987,4.000271511979497,1.4035590782626592,8333,5137,0.31363887,"15502"
"Hunter Harvey","BAL","A,A-,AA,AAA,CPX,R",6,11,4.412903001807122,62,36,0,0,1,1,,155,666,157,86,76,21,51,1,11,6,1,176,10.219354319974387,0.26426426,0.07657658,4.412903001807122,4.01858324083754,1.3419354157542125,2506,1633,0.3507109,"15507"
"Jen-Ho Tseng","CHC","A-,A+,AA,AAA,R",28,35,4.23460793407478,96,95,0,0,0,0,,514.1,2214,540,276,242,49,147,2,29,18,4,393,6.8768632978983,0.17750678,0.06639566,4.23460793407478,4.163016297454554,1.3357096651558191,7794,5030,0.28527981,"15524"
"Eric Yardley","SDP","A+,AA,AAA",20,18,3.2364531107431858,317,2,0,0,34,17,,406,1705,415,171,146,26,107,8,30,9,0,309,6.849753501504414,0.18123167,0.0627566,3.2364531107431858,3.8962521568024697,1.2857142494733205,5951,3884,0.3638535,"15538"
"Tyler Rogers","SFG","A+,AA,AAA",18,12,2.7124424869105033,266,2,0,0,30,17,,361.2,1497,304,131,109,18,128,9,22,8,2,305,7.58986200465783,0.20374081,0.08550434,2.7124424869105033,3.9072288700849693,1.1944700859789372,5356,3519,0.3625,"15541"
"Chad Girodo","TOR","A+,AA,AAA",8,9,2.999999757323966,121,4,0,0,7,4,,168,710,176,62,56,18,46,3,6,0,4,139,7.446427969071987,0.19577465,0.06478873,2.999999757323966,3.951359963478594,1.3214284645355565,2409,1583,0.30501931,"15542"
"Mark Leiter Jr.","PHI","A+,AA,AAA",29,23,3.5287529614473403,111,68,2,0,2,0,,446.1,1848,395,195,175,42,121,2,29,25,0,469,9.457057936678872,0.25378788,0.06547619,3.5287529614473403,3.452868961326316,1.1560866845122715,5939,3955,0.30122449,"15551"
"Chad Green","DET","A+,AA,AAA",14,22,3.1350713167648907,52,51,1,0,0,0,,281.1,1185,277,123,98,14,77,2,8,7,0,289,9.245261332092381,0.24388186,0.0649789,3.1350713167648907,2.7504196951657107,1.2582939298580174,4527,2987,0.37269373,"15552"
"Troy Scribner","HOU","A-,A+,AA,AAA,R",27,18,4.327064844946186,88,68,2,1,2,1,,407.2,1730,355,214,196,51,177,1,11,18,2,407,8.985282611699477,0.23526012,0.10231214,4.327064844946186,4.6534416588639225,1.3049878103805956,5981,3849,0.28088889,"15570"
"Nick Wittgren","MIA","AA,AAA",3,12,3.0366749352273383,114,0,0,0,29,13,,136.1,553,120,52,46,13,28,1,5,7,0,142,9.374083495701784,0.25678119,0.05063291,3.0366749352273383,3.5178043181855543,1.0855746145257152,2242,1467,0.37830688,"15594"
"Ariel Hernandez","ARI","A,A-,A+,AA,AAA",12,7,3.1082477320937354,150,0,0,0,15,8,,194,833,121,71,67,5,139,4,9,38,2,220,10.206186582994354,0.26410564,0.16686675,3.1082477320937354,3.7819731966575914,1.3402063189790567,3027,1761,0.29741379,"15603"
"Phillips Valdez","WSN","A,A+,AA,AAA",33,34,3.965535601118515,210,90,3,0,8,4,,628.2,2746,627,321,277,46,248,2,54,34,4,492,7.043478396210503,0.1791697,0.09031318,3.965535601118515,4.313984326322649,1.3918345972638189,9453,5907,0.30287474,"15605"
"Dillon Overton","OAK","A+,AA,AAA,R",47,31,4.5871613260706345,129,110,1,0,0,0,,602.1,2584,663,329,307,86,160,0,14,19,1,477,7.127283233015286,0.18459752,0.0619195,4.5871613260706345,4.8457737842970765,1.366353156480685,9540,6245,0.29570171,"15627"
"Dan Slania","SFG","A+,AA,AAA",21,27,3.8220201089379082,165,42,1,1,17,12,,402.2,1684,383,193,171,42,130,3,9,31,0,382,8.53808000944024,0.22684086,0.07719715,3.8220201089379082,3.9829874364133975,1.2740067029793027,6175,4067,0.3387931,"15639"
"Yefry Ramirez","ARI","A,A+,AA,AAA,R",40,32,3.978009928916775,126,111,4,2,0,0,,606.1,2548,518,296,268,68,224,2,40,43,8,609,9.039582263844464,0.23901099,0.08791209,3.978009928916775,4.334227122173214,1.2237493230747294,9373,5991,0.31842576,"15655"
"Ronald Herrera","SDP","A+,AA,AAA,R",34,38,4.426726505964953,115,109,2,1,0,1,,593.2,2500,594,326,292,64,159,0,27,26,3,499,7.564851118070245,0.1996,0.0636,4.426726505964953,4.106328106107008,1.2683885308187253,8791,5735,0.3034141,"15688"
"Luis Castillo","MIA","A,A+,AA,AAA",18,16,2.5961539933788123,78,57,2,0,4,1,,329.1,1328,285,105,95,12,79,0,11,15,1,294,8.034413411088114,0.22138554,0.05948795,2.5961539933788123,2.770424713647996,1.105263220572968,4470,3003,0.34888653,"15689"
"Jimmy Cordero","TOR","A+,AA,AAA,R",13,15,3.5069356021228533,208,0,0,0,23,11,,264.1,1146,230,126,103,17,122,4,14,47,11,260,8.852458801475164,0.22687609,0.10645724,3.5069356021228533,3.7688873953026842,1.331651922273187,4063,2555,0.34270415,"15690"
"Brad Keller","ARI","A,A+,AA",27,25,3.885527488615608,76,75,0,0,0,0,,407.2,1724,417,203,176,23,120,1,19,29,1,319,7.04251857311579,0.1850348,0.06960557,3.885527488615608,3.6018198959487684,1.3172526902693065,5848,3824,0.32145685,"15734"
"Joe Jimenez","DET","A,A+,AA,AAA",9,5,1.5283018475066787,123,1,0,0,52,5,,123.2,476,70,23,21,5,40,3,2,4,0,177,12.881401286127721,0.37184874,0.08403361,1.5283018475066787,2.0096081449502625,0.8894878477552098,1810,1237,0.37596899,"15761"
"Rob Kaminsky","STL","A+,AA,AAA",26,17,3.4502573632512585,168,46,0,0,7,4,,388.2,1653,360,174,149,22,152,4,19,36,6,319,7.386792609913768,0.19298246,0.09195402,3.4502573632512585,3.801851525360783,1.3173242132622256,5374,3395,0.32246998,"15792"
"Devin Williams","MIL","A,A+,AA,AAA",17,19,3.602163549278763,92,39,0,0,6,2,,277.1,1194,242,128,111,14,134,1,15,42,0,300,9.735577160212873,0.25125628,0.11222781,3.602163549278763,3.489545169929542,1.3557692637926075,4408,2718,0.32663989,"15816"
"Dario Agrazal","PIT","A,A-,A+,AA,AAA",29,32,3.753036553171646,90,87,0,0,0,0,,494,2032,509,233,206,46,66,0,36,13,0,329,5.99392731064792,0.16190945,0.03248031,3.753036553171646,3.9064569229787893,1.1639676472889409,6807,4651,0.27795128,"15821"
"Zack Littell","SEA","A,A+,AA,AAA",46,27,3.238360439543141,148,101,4,0,1,2,,658.2,2740,630,276,237,45,190,0,27,31,4,613,8.376012444894286,0.22372263,0.06934307,3.238360439543141,3.4557795999409184,1.2449393157174757,9297,6231,0.34913112,"15823"
"Paul Fry","SEA","A+,AA,AAA",17,10,3.3637375788717057,219,6,0,0,16,15,,299.2,1300,263,130,112,15,137,6,25,13,0,372,11.172414101252452,0.28615385,0.10538462,3.3637375788717057,3.342385997124537,1.3348164995522642,4909,3092,0.38381201,"15832"
"Adam Plutko","CLE","A+,AA,AAA",37,34,3.7834396701230775,107,95,3,1,0,2,,575.2,2337,514,249,242,60,152,3,6,17,1,480,7.504343147351559,0.20539153,0.06504065,3.7834396701230775,3.8110879021350352,1.156919568550032,8542,5714,0.34314303,"15846"
"Kent Emanuel","HOU","A,AA,AAA",32,24,4.930125530015317,131,77,0,0,4,3,,505.2,2203,611,300,277,51,130,1,16,8,0,416,7.40408743857896,0.18883341,0.05901044,4.930125530015317,4.072500429335241,1.4653923055520859,8343,5422,0.33536214,"15849"
"Jesen Therrien","PHI","A,A+,AA,AAA,R",10,4,1.7897725914997606,117,0,0,0,18,7,,176,709,134,49,35,9,53,5,5,15,1,195,9.971590152641523,0.27503526,0.07475317,1.7897725914997606,2.7107073858345068,1.0624999193982705,2116,1441,0.26431718,"15853"
"Wander Suero","WSN","A+,AA,AAA",21,13,3.3867596268970823,192,6,0,0,35,9,,287,1222,276,127,108,18,98,7,15,20,1,250,7.839721358558061,0.20458265,0.0801964,3.3867596268970823,3.6741789698152636,1.30313590582254,4216,2745,0.330617,"15855"
"Stephen Tarpley","PIT","A,A+,AA,AAA",37,14,3.145161193565824,122,43,1,1,5,5,,372,1566,312,158,130,19,127,2,36,25,0,355,8.58870941319898,0.22669221,0.08109834,3.145161193565824,3.4477404106665293,1.1801074905772622,4926,3130,0.32132701,"15859"
"Sean Manaea","OAK","A+,AA,AAA,R",12,4,3.102689293026776,27,27,0,0,0,0,,136.1,562,119,58,47,13,43,0,5,6,0,172,11.354522519161819,0.30604982,0.07651246,3.102689293026776,3.2871833668778256,1.1882639845634462,2111,1367,0.34795322,"15873"
"Fernando Romero","MIN","A,A+,AA,AAA",27,22,3.266727864062899,91,53,1,1,4,2,,363.2,1525,328,156,132,17,121,1,24,24,4,342,8.463794920526603,0.2242623,0.07934426,3.266727864062899,3.2238617285637874,1.2346471472762977,5592,3594,0.34362934,"15885"
"Luis Severino","NYY","A,A+,AA,AAA",18,3,3.0240002416717724,43,41,0,0,0,0,,208.1,845,174,79,70,10,51,0,7,9,1,214,9.244800738825132,0.25325444,0.06035503,3.0240002416717724,2.6388167601718053,1.0800000863113473,3218,2151,0.35365854,"15890"
"Lewis Thorpe","MIN","A+,AA,AAA,CPX",18,18,3.9419999459588535,72,65,0,0,0,1,,333.1,1392,304,169,146,37,104,0,6,31,3,388,10.475999856383803,0.27873563,0.07471264,3.9419999459588535,3.539316095908227,1.2239999832201007,5445,3584,0.30357143,"15906"
"Victor Arano","PHI","A+,AA,AAA,CPX",13,18,3.6394008176948383,144,24,1,1,16,7,,289.1,1186,264,131,117,24,73,2,16,26,1,263,8.180875342339679,0.22175379,0.06155143,3.6394008176948383,3.426758866905058,1.1647465105063253,3473,2432,0.31736527,"15915"
"Cody Ege","TEX","A+,AA,AAA",12,7,3.288461779701657,116,0,0,0,7,6,,156,664,135,72,57,7,69,3,12,8,1,172,9.923077651029562,0.25903614,0.10391566,3.288461779701657,3.543957376245559,1.3076924036240507,2508,1536,0.28883495,"15928"
"Ryne Stanek","TBR","A+,AA,AAA",15,16,3.174504830596288,106,28,0,0,14,4,,269.1,1096,202,105,95,19,116,0,6,17,0,269,8.988861046635805,0.24543796,0.10583942,3.174504830596288,3.5553791956726184,1.1806930247130054,3969,2436,0.34285714,"15947"
